instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
13606,7/26/2012,3,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,5,16
13607,7/26/2012,3,1,7,3,0,4,1,1,0.66,0.6212,0.69,0.2239,0,8
13608,7/26/2012,3,1,7,4,0,4,1,1,0.66,0.6212,0.74,0.194,0,4
13609,7/26/2012,3,1,7,5,0,4,1,1,0.66,0.6212,0.74,0.194,2,40
13610,7/26/2012,3,1,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,16,165
13611,7/26/2012,3,1,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,17,478
13612,7/26/2012,3,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,49,680
13613,7/26/2012,3,1,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343,55,289
13614,7/26/2012,3,1,7,10,0,4,1,1,0.74,0.697,0.7,0.2239,79,143
13615,7/26/2012,3,1,7,11,0,4,1,1,0.8,0.803,0.66,0.2239,69,143
13616,7/26/2012,3,1,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,73,206
13617,7/26/2012,3,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,53,189
13618,7/26/2012,3,1,7,14,0,4,1,1,0.9,0.8788,0.47,0.2537,62,151
13619,7/26/2012,3,1,7,15,0,4,1,1,0.92,0.8939,0.42,0.2985,65,173
13620,7/26/2012,3,1,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,62,312
13621,7/26/2012,3,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,110,628
13622,7/26/2012,3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,73,615
13623,7/26/2012,3,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,80,534
13624,7/26/2012,3,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,47,399
13625,7/26/2012,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,35,236
13626,7/26/2012,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201
13627,7/26/2012,3,1,7,23,0,4,1,1,0.72,0.6818,0.7,0.1343,18,127
13628,7/27/2012,3,1,7,0,0,5,1,1,0.72,0.6818,0.7,0,14,83
13629,7/27/2012,3,1,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,12,42
13630,7/27/2012,3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,8,18
13631,7/27/2012,3,1,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,3,9
13632,7/27/2012,3,1,7,4,0,5,1,1,0.7,0.6667,0.79,0,3,5
13633,7/27/2012,3,1,7,5,0,5,1,1,0.7,0.6667,0.84,0,3,34
13634,7/27/2012,3,1,7,6,0,5,1,1,0.7,0.6667,0.79,0,10,129
13635,7/27/2012,3,1,7,7,0,5,1,1,0.72,0.6818,0.7,0.194,13,397
13636,7/27/2012,3,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,34,642
13637,7/27/2012,3,1,7,9,0,5,1,1,0.82,0.7727,0.49,0.2836,34,329
13638,7/27/2012,3,1,7,10,0,5,1,1,0.84,0.7727,0.47,0,85,146
13639,7/27/2012,3,1,7,11,0,5,1,1,0.84,0.7727,0.47,0.3284,67,184
13640,7/27/2012,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,92,207
13641,7/27/2012,3,1,7,13,0,5,1,1,0.84,0.7727,0.47,0.2836,83,231
13642,7/27/2012,3,1,7,14,0,5,1,1,0.86,0.803,0.47,0.2985,105,221
13643,7/27/2012,3,1,7,15,0,5,1,1,0.86,0.7879,0.41,0.2239,81,242
13644,7/27/2012,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419
13645,7/27/2012,3,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,101,598
13646,7/27/2012,3,1,7,18,0,5,1,1,0.82,0.7576,0.46,0.1642,100,522
13647,7/27/2012,3,1,7,19,0,5,1,1,0.82,0.7727,0.52,0.194,93,423
13648,7/27/2012,3,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,85,269
13649,7/27/2012,3,1,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,71,189
13650,7/27/2012,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151
13651,7/27/2012,3,1,7,23,0,5,1,1,0.76,0.7273,0.66,0,34,155
13652,7/28/2012,3,1,7,0,0,6,0,1,0.74,0.6818,0.62,0.1343,21,170
13653,7/28/2012,3,1,7,1,0,6,0,1,0.72,0.6818,0.7,0.0896,11,69
13654,7/28/2012,3,1,7,2,0,6,0,1,0.72,0.6818,0.7,0,14,76
13655,7/28/2012,3,1,7,3,0,6,0,1,0.72,0.6818,0.7,0,10,33
13656,7/28/2012,3,1,7,4,0,6,0,1,0.7,0.6667,0.79,0.194,1,10
13657,7/28/2012,3,1,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,4,10
13658,7/28/2012,3,1,7,6,0,6,0,1,0.7,0.6515,0.7,0.1045,10,40
13659,7/28/2012,3,1,7,7,0,6,0,1,0.72,0.6818,0.7,0.1343,18,58
13660,7/28/2012,3,1,7,8,0,6,0,1,0.74,0.697,0.66,0.1642,36,127
13661,7/28/2012,3,1,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,110,227
13662,7/28/2012,3,1,7,10,0,6,0,1,0.82,0.7727,0.52,0.2239,129,266
13663,7/28/2012,3,1,7,11,0,6,0,1,0.84,0.7424,0.39,0.2239,162,295
13664,7/28/2012,3,1,7,12,0,6,0,1,0.84,0.7576,0.41,0.2239,157,330
13665,7/28/2012,3,1,7,13,0,6,0,1,0.86,0.7879,0.41,0.2836,173,325
13666,7/28/2012,3,1,7,14,0,6,0,1,0.86,0.7727,0.39,0.2537,186,308
13667,7/28/2012,3,1,7,15,0,6,0,1,0.88,0.7727,0.32,0.2836,206,291
13668,7/28/2012,3,1,7,16,0,6,0,1,0.86,0.7727,0.39,0.2239,208,279
13669,7/28/2012,3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.194,199,280
13670,7/28/2012,3,1,7,18,0,6,0,1,0.82,0.7424,0.43,0.2836,151,330
13671,7/28/2012,3,1,7,19,0,6,0,1,0.68,0.6364,0.83,0,115,223
13672,7/28/2012,3,1,7,20,0,6,0,1,0.66,0.6061,0.83,0.2239,79,154
13673,7/28/2012,3,1,7,21,0,6,0,1,0.66,0.6061,0.78,0.0896,94,206
13674,7/28/2012,3,1,7,22,0,6,0,1,0.66,0.6061,0.78,0.0896,88,188
13675,7/28/2012,3,1,7,23,0,6,0,1,0.66,0.6061,0.83,0.0896,52,156
13676,7/29/2012,3,1,7,0,0,0,0,1,0.66,0.5909,0.89,0.1343,59,129
13677,7/29/2012,3,1,7,1,0,0,0,1,0.66,0.6061,0.83,0.1045,49,109
13678,7/29/2012,3,1,7,2,0,0,0,1,0.66,0.6212,0.74,0.1343,33,79
13679,7/29/2012,3,1,7,3,0,0,0,1,0.66,0.6212,0.69,0.2239,18,37
13680,7/29/2012,3,1,7,4,0,0,0,1,0.64,0.6061,0.69,0.194,2,11
13681,7/29/2012,3,1,7,5,0,0,0,1,0.62,0.5909,0.78,0.194,3,14
13682,7/29/2012,3,1,7,6,0,0,0,1,0.64,0.6061,0.73,0.1642,6,12
13683,7/29/2012,3,1,7,7,0,0,0,1,0.66,0.6212,0.69,0.2537,4,36
13684,7/29/2012,3,1,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239,37,90
13685,7/29/2012,3,1,7,9,0,0,0,1,0.72,0.6818,0.62,0.2537,64,162
13686,7/29/2012,3,1,7,10,0,0,0,1,0.74,0.6818,0.62,0,123,258
13687,7/29/2012,3,1,7,11,0,0,0,1,0.76,0.697,0.55,0.2239,183,326
13688,7/29/2012,3,1,7,12,0,0,0,1,0.76,0.697,0.55,0.3284,154,357
13689,7/29/2012,3,1,7,13,0,0,0,1,0.8,0.7424,0.49,0.2239,181,302
13690,7/29/2012,3,1,7,14,0,0,0,1,0.8,0.7273,0.46,0.194,231,291
13691,7/29/2012,3,1,7,15,0,0,0,1,0.8,0.7273,0.43,0.1343,195,306
13692,7/29/2012,3,1,7,16,0,0,0,1,0.8,0.7273,0.43,0.1343,191,330
13693,7/29/2012,3,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,164,367
13694,7/29/2012,3,1,7,18,0,0,0,1,0.8,0.7121,0.41,0.2985,117,302
13695,7/29/2012,3,1,7,19,0,0,0,1,0.76,0.697,0.55,0.1642,143,300
13696,7/29/2012,3,1,7,20,0,0,0,1,0.74,0.697,0.66,0.1045,75,228
13697,7/29/2012,3,1,7,21,0,0,0,1,0.72,0.6818,0.7,0.1343,72,199
13698,7/29/2012,3,1,7,22,0,0,0,1,0.7,0.6515,0.7,0.1045,31,117
13699,7/29/2012,3,1,7,23,0,0,0,1,0.7,0.6515,0.7,0,18,82
13700,7/30/2012,3,1,7,0,0,1,1,1,0.7,0.6667,0.74,0.0896,12,46
13701,7/30/2012,3,1,7,1,0,1,1,1,0.7,0.6667,0.74,0,4,15
13702,7/30/2012,3,1,7,2,0,1,1,1,0.68,0.6364,0.74,0,2,6
13703,7/30/2012,3,1,7,3,0,1,1,1,0.66,0.6061,0.83,0,0,3
13704,7/30/2012,3,1,7,4,0,1,1,1,0.66,0.6061,0.83,0,0,5
13705,7/30/2012,3,1,7,5,0,1,1,1,0.66,0.6061,0.83,0.1045,4,43
13706,7/30/2012,3,1,7,6,0,1,1,1,0.66,0.6061,0.83,0.1642,6,155
13707,7/30/2012,3,1,7,7,0,1,1,1,0.7,0.6667,0.79,0.0896,14,455
13708,7/30/2012,3,1,7,8,0,1,1,2,0.72,0.697,0.74,0.1045,31,720
13709,7/30/2012,3,1,7,9,0,1,1,2,0.74,0.697,0.7,0,34,259
13710,7/30/2012,3,1,7,10,0,1,1,2,0.74,0.697,0.66,0.2239,54,135
13711,7/30/2012,3,1,7,11,0,1,1,2,0.78,0.7273,0.55,0.1343,69,146
13712,7/30/2012,3,1,7,12,0,1,1,2,0.76,0.7121,0.58,0.1045,77,201
13713,7/30/2012,3,1,7,13,0,1,1,1,0.8,0.7424,0.49,0.1642,57,169
13714,7/30/2012,3,1,7,14,0,1,1,1,0.8,0.7424,0.49,0.2239,87,167
13715,7/30/2012,3,1,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537,51,185
13716,7/30/2012,3,1,7,16,0,1,1,1,0.8,0.7424,0.49,0.2836,88,337
13717,7/30/2012,3,1,7,17,0,1,1,1,0.76,0.697,0.55,0.3284,62,765
13718,7/30/2012,3,1,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,77,735
13719,7/30/2012,3,1,7,19,0,1,1,1,0.82,0.7727,0.52,0.1642,81,584
13720,7/30/2012,3,1,7,20,0,1,1,1,0.72,0.6818,0.7,0.2239,78,384
13721,7/30/2012,3,1,7,21,0,1,1,1,0.72,0.6818,0.7,0.194,71,251
13722,7/30/2012,3,1,7,22,0,1,1,2,0.7,0.6667,0.74,0.2239,47,183
13723,7/30/2012,3,1,7,23,0,1,1,1,0.7,0.6667,0.74,0.194,34,116
13724,7/31/2012,3,1,7,0,0,2,1,1,0.68,0.6364,0.79,0.1343,11,27
13725,7/31/2012,3,1,7,1,0,2,1,1,0.66,0.6061,0.83,0.1343,3,18
13726,7/31/2012,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1343,0,8
13727,7/31/2012,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.0896,1,5
13728,7/31/2012,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6
13729,7/31/2012,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1642,5,40
13730,7/31/2012,3,1,7,6,0,2,1,1,0.64,0.5758,0.89,0.1642,2,192
13731,7/31/2012,3,1,7,7,0,2,1,1,0.68,0.6364,0.83,0.2239,21,492
13732,7/31/2012,3,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,30,730
13733,7/31/2012,3,1,7,9,0,2,1,1,0.72,0.6818,0.7,0.1045,31,302
13734,7/31/2012,3,1,7,10,0,2,1,1,0.72,0.6818,0.66,0,73,154
13735,7/31/2012,3,1,7,11,0,2,1,1,0.76,0.7121,0.58,0,54,170
13736,7/31/2012,3,1,7,12,0,2,1,1,0.8,0.7273,0.46,0,50,198
13737,7/31/2012,3,1,7,13,0,2,1,1,0.8,0.7576,0.55,0.2836,69,219
13738,7/31/2012,3,1,7,14,0,2,1,1,0.8,0.7576,0.55,0.2836,72,188
13739,7/31/2012,3,1,7,15,0,2,1,1,0.76,0.7121,0.62,0.1343,29,115
13740,7/31/2012,3,1,7,16,0,2,1,1,0.76,0.7121,0.58,0.2239,66,336
13741,7/31/2012,3,1,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,94,726
13742,7/31/2012,3,1,7,18,0,2,1,1,0.76,0.697,0.55,0.2836,99,758
13743,7/31/2012,3,1,7,19,0,2,1,3,0.74,0.6818,0.62,0.3582,90,524
13744,7/31/2012,3,1,7,20,0,2,1,3,0.7,0.6515,0.7,0.194,55,397
13745,7/31/2012,3,1,7,21,0,2,1,1,0.68,0.6364,0.79,0.194,60,292
13746,7/31/2012,3,1,7,22,0,2,1,1,0.68,0.6364,0.74,0.2537,33,224
13747,7/31/2012,3,1,7,23,0,2,1,2,0.66,0.6061,0.83,0.1642,20,127
13748,8/1/2012,3,1,8,0,0,3,1,1,0.68,0.6364,0.79,0.1642,3,44
13749,8/1/2012,3,1,8,1,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28
13750,8/1/2012,3,1,8,2,0,3,1,1,0.64,0.5758,0.83,0.1045,0,13
13751,8/1/2012,3,1,8,3,0,3,1,1,0.64,0.5758,0.83,0.1045,0,7
13752,8/1/2012,3,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3
13753,8/1/2012,3,1,8,5,0,3,1,2,0.64,0.5909,0.78,0.1343,3,46
13754,8/1/2012,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1343,6,179
13755,8/1/2012,3,1,8,7,0,3,1,2,0.64,0.5758,0.83,0.1343,19,468
13756,8/1/2012,3,1,8,8,0,3,1,2,0.66,0.6061,0.78,0.194,32,649
13757,8/1/2012,3,1,8,9,0,3,1,2,0.68,0.6364,0.74,0.0896,34,316
13758,8/1/2012,3,1,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,61,175
13759,8/1/2012,3,1,8,11,0,3,1,1,0.76,0.7121,0.58,0.0896,54,180
13760,8/1/2012,3,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209
13761,8/1/2012,3,1,8,13,0,3,1,1,0.8,0.7424,0.52,0.1642,59,221
13762,8/1/2012,3,1,8,14,0,3,1,1,0.82,0.7576,0.46,0.1642,88,175
13763,8/1/2012,3,1,8,15,0,3,1,1,0.82,0.7576,0.46,0.1642,89,206
13764,8/1/2012,3,1,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,93,386
13765,8/1/2012,3,1,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,103,734
13766,8/1/2012,3,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,105,786
13767,8/1/2012,3,1,8,19,0,3,1,1,0.74,0.697,0.66,0.2537,88,564
13768,8/1/2012,3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.1642,65,448
13769,8/1/2012,3,1,8,21,0,3,1,1,0.72,0.6818,0.7,0.1343,36,284
13770,8/1/2012,3,1,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,37,251
13771,8/1/2012,3,1,8,23,0,3,1,1,0.7,0.6667,0.74,0,18,134
13772,8/2/2012,3,1,8,0,0,4,1,1,0.7,0.6667,0.74,0,8,55
13773,8/2/2012,3,1,8,1,0,4,1,1,0.68,0.6364,0.79,0.1045,6,36
13774,8/2/2012,3,1,8,2,0,4,1,1,0.66,0.6061,0.83,0.0896,3,8
13775,8/2/2012,3,1,8,3,0,4,1,1,0.66,0.6061,0.83,0,0,6
13776,8/2/2012,3,1,8,4,0,4,1,1,0.66,0.6061,0.83,0,0,9
13777,8/2/2012,3,1,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,4,37
13778,8/2/2012,3,1,8,6,0,4,1,1,0.66,0.6061,0.83,0,6,177
13779,8/2/2012,3,1,8,7,0,4,1,1,0.7,0.6667,0.79,0,21,452
13780,8/2/2012,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,21,718
13781,8/2/2012,3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1045,31,312
13782,8/2/2012,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0,51,130
13783,8/2/2012,3,1,8,11,0,4,1,1,0.82,0.7727,0.52,0.1045,59,167
13784,8/2/2012,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1343,56,230
13785,8/2/2012,3,1,8,13,0,4,1,1,0.86,0.7879,0.44,0.2239,98,212
13786,8/2/2012,3,1,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,54,171
13787,8/2/2012,3,1,8,15,0,4,1,1,0.78,0.7424,0.62,0.4627,68,202
13788,8/2/2012,3,1,8,16,0,4,1,1,0.82,0.7576,0.46,0.194,71,335
13789,8/2/2012,3,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,90,775
13790,8/2/2012,3,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,86,681
13791,8/2/2012,3,1,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,98,509
13792,8/2/2012,3,1,8,20,0,4,1,1,0.78,0.7576,0.66,0,51,376
13793,8/2/2012,3,1,8,21,0,4,1,1,0.76,0.7273,0.66,0.2239,41,301
13794,8/2/2012,3,1,8,22,0,4,1,1,0.74,0.697,0.7,0.194,35,227
13795,8/2/2012,3,1,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,25,152
13796,8/3/2012,3,1,8,0,0,5,1,1,0.72,0.6818,0.7,0.194,15,56
13797,8/3/2012,3,1,8,1,0,5,1,1,0.7,0.6667,0.74,0.194,11,32
13798,8/3/2012,3,1,8,2,0,5,1,1,0.68,0.6364,0.79,0.2239,0,14
13799,8/3/2012,3,1,8,3,0,5,1,1,0.68,0.6364,0.79,0.2239,1,5
13800,8/3/2012,3,1,8,4,0,5,1,1,0.66,0.6061,0.83,0.2537,1,11
13801,8/3/2012,3,1,8,5,0,5,1,1,0.66,0.6061,0.83,0.1642,2,35
13802,8/3/2012,3,1,8,6,0,5,1,1,0.66,0.6061,0.83,0.2239,5,158
13803,8/3/2012,3,1,8,7,0,5,1,1,0.7,0.6667,0.74,0.1045,25,396
13804,8/3/2012,3,1,8,8,0,5,1,1,0.72,0.6818,0.7,0.1343,32,636
13805,8/3/2012,3,1,8,9,0,5,1,2,0.74,0.697,0.66,0.1045,69,327
13806,8/3/2012,3,1,8,10,0,5,1,2,0.8,0.7424,0.52,0.194,82,167
13807,8/3/2012,3,1,8,11,0,5,1,2,0.84,0.7879,0.49,0.2836,77,186
13808,8/3/2012,3,1,8,12,0,5,1,2,0.86,0.8182,0.5,0.2985,95,243
13809,8/3/2012,3,1,8,13,0,5,1,2,0.86,0.803,0.47,0.2836,98,247
13810,8/3/2012,3,1,8,14,0,5,1,2,0.86,0.7879,0.44,0.2537,102,229
13811,8/3/2012,3,1,8,15,0,5,1,1,0.88,0.8182,0.42,0.2537,112,268
13812,8/3/2012,3,1,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380
13813,8/3/2012,3,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,95,646
13814,8/3/2012,3,1,8,18,0,5,1,2,0.82,0.803,0.59,0.2537,98,573
13815,8/3/2012,3,1,8,19,0,5,1,2,0.8,0.7879,0.63,0.2239,81,388
13816,8/3/2012,3,1,8,20,0,5,1,2,0.78,0.7576,0.66,0.2239,89,300
13817,8/3/2012,3,1,8,21,0,5,1,2,0.76,0.7273,0.66,0.194,54,224
13818,8/3/2012,3,1,8,22,0,5,1,1,0.76,0.7273,0.7,0.2537,46,156
13819,8/3/2012,3,1,8,23,0,5,1,1,0.74,0.7121,0.79,0.1343,26,170
13820,8/4/2012,3,1,8,0,0,6,0,1,0.74,0.7121,0.79,0.1642,24,137
13821,8/4/2012,3,1,8,1,0,6,0,1,0.72,0.7121,0.84,0.194,23,99
13822,8/4/2012,3,1,8,2,0,6,0,1,0.72,0.7121,0.84,0.1343,20,64
13823,8/4/2012,3,1,8,3,0,6,0,1,0.72,0.7121,0.84,0.1343,11,19
13824,8/4/2012,3,1,8,4,0,6,0,1,0.72,0.697,0.79,0.194,2,11
13825,8/4/2012,3,1,8,5,0,6,0,1,0.7,0.6667,0.84,0.2239,1,16
13826,8/4/2012,3,1,8,6,0,6,0,1,0.7,0.6667,0.84,0.2239,12,37
13827,8/4/2012,3,1,8,7,0,6,0,1,0.72,0.697,0.77,0.1642,18,49
13828,8/4/2012,3,1,8,8,0,6,0,1,0.74,0.7273,0.72,0.194,49,132
13829,8/4/2012,3,1,8,9,0,6,0,1,0.78,0.7576,0.65,0.2239,61,217
13830,8/4/2012,3,1,8,10,0,6,0,1,0.82,0.7727,0.57,0.194,108,288
13831,8/4/2012,3,1,8,11,0,6,0,1,0.86,0.803,0.47,0.2537,155,315
13832,8/4/2012,3,1,8,12,0,6,0,1,0.86,0.7879,0.4,0.3582,222,325
13833,8/4/2012,3,1,8,13,0,6,0,1,0.88,0.8182,0.42,0.2985,195,332
13834,8/4/2012,3,1,8,14,0,6,0,1,0.88,0.803,0.4,0.3881,183,289
13835,8/4/2012,3,1,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,205,284
13836,8/4/2012,3,1,8,16,0,6,0,1,0.9,0.8182,0.39,0.2985,197,253
13837,8/4/2012,3,1,8,17,0,6,0,1,0.88,0.7879,0.37,0.2985,179,313
13838,8/4/2012,3,1,8,18,0,6,0,1,0.86,0.7879,0.41,0.3284,169,321
13839,8/4/2012,3,1,8,19,0,6,0,1,0.82,0.7727,0.52,0.3582,133,264
13840,8/4/2012,3,1,8,20,0,6,0,1,0.82,0.7727,0.52,0.2985,117,195
13841,8/4/2012,3,1,8,21,0,6,0,1,0.8,0.7727,0.59,0.2537,96,193
13842,8/4/2012,3,1,8,22,0,6,0,1,0.76,0.7273,0.66,0.2836,104,165
13843,8/4/2012,3,1,8,23,0,6,0,1,0.76,0.7273,0.66,0.2985,61,161
13844,8/5/2012,3,1,8,0,0,0,0,1,0.74,0.697,0.7,0.2836,32,121
13845,8/5/2012,3,1,8,1,0,0,0,1,0.74,0.697,0.7,0.2537,8,79
13846,8/5/2012,3,1,8,2,0,0,0,1,0.74,0.697,0.7,0.2985,5,68
13847,8/5/2012,3,1,8,3,0,0,0,1,0.72,0.697,0.74,0.2537,9,32
13848,8/5/2012,3,1,8,4,0,0,0,1,0.72,0.697,0.74,0.2537,3,11
13849,8/5/2012,3,1,8,5,0,0,0,1,0.72,0.697,0.74,0.2537,1,18
13850,8/5/2012,3,1,8,6,0,0,0,1,0.72,0.697,0.79,0.2537,7,12
13851,8/5/2012,3,1,8,7,0,0,0,1,0.74,0.7121,0.74,0.2985,18,50
13852,8/5/2012,3,1,8,8,0,0,0,1,0.76,0.7273,0.66,0.3284,27,81
13853,8/5/2012,3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,61,168
13854,8/5/2012,3,1,8,10,0,0,0,1,0.8,0.7727,0.59,0.4179,111,253
13855,8/5/2012,3,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,155,282
13856,8/5/2012,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,161,330
13857,8/5/2012,3,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,208,315
13858,8/5/2012,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365
13859,8/5/2012,3,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,164,286
13860,8/5/2012,3,1,8,16,0,0,0,1,0.82,0.7576,0.46,0.2537,143,278
13861,8/5/2012,3,1,8,17,0,0,0,1,0.82,0.7576,0.46,0.2537,122,260
13862,8/5/2012,3,1,8,18,0,0,0,3,0.7,0.6667,0.74,0.1343,75,154
13863,8/5/2012,3,1,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239,46,139
13864,8/5/2012,3,1,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,53,140
13865,8/5/2012,3,1,8,21,0,0,0,1,0.72,0.697,0.79,0.1045,51,157
13866,8/5/2012,3,1,8,22,0,0,0,1,0.72,0.697,0.79,0.0896,57,100
13867,8/5/2012,3,1,8,23,0,0,0,2,0.72,0.697,0.79,0.1642,29,58
13868,8/6/2012,3,1,8,0,0,1,1,2,0.72,0.697,0.79,0,9,24
13869,8/6/2012,3,1,8,1,0,1,1,1,0.72,0.697,0.79,0.0896,1,10
13870,8/6/2012,3,1,8,2,0,1,1,2,0.72,0.697,0.79,0.1343,0,5
13871,8/6/2012,3,1,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,0,5
13872,8/6/2012,3,1,8,4,0,1,1,2,0.72,0.697,0.74,0.1343,3,8
13873,8/6/2012,3,1,8,5,0,1,1,1,0.7,0.6667,0.79,0.194,2,23
13874,8/6/2012,3,1,8,6,0,1,1,2,0.7,0.6667,0.79,0.2239,4,137
13875,8/6/2012,3,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,14,393
13876,8/6/2012,3,1,8,8,0,1,1,2,0.7,0.6667,0.79,0,27,578
13877,8/6/2012,3,1,8,9,0,1,1,3,0.7,0.6667,0.79,0.1642,28,248
13878,8/6/2012,3,1,8,10,0,1,1,1,0.74,0.697,0.7,0.2239,54,159
13879,8/6/2012,3,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,108,152
13880,8/6/2012,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,72,213
13881,8/6/2012,3,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,85,204
13882,8/6/2012,3,1,8,14,0,1,1,1,0.82,0.7576,0.46,0,99,188
13883,8/6/2012,3,1,8,15,0,1,1,1,0.82,0.7576,0.46,0.1343,91,183
13884,8/6/2012,3,1,8,16,0,1,1,1,0.84,0.7576,0.41,0.1045,88,363
13885,8/6/2012,3,1,8,17,0,1,1,1,0.82,0.7424,0.41,0,112,746
13886,8/6/2012,3,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,100,743
13887,8/6/2012,3,1,8,19,0,1,1,1,0.78,0.7424,0.59,0.194,109,531
13888,8/6/2012,3,1,8,20,0,1,1,1,0.76,0.7273,0.66,0.1642,89,368
13889,8/6/2012,3,1,8,21,0,1,1,1,0.74,0.697,0.7,0.194,72,245
13890,8/6/2012,3,1,8,22,0,1,1,1,0.74,0.697,0.7,0.0896,50,157
13891,8/6/2012,3,1,8,23,0,1,1,1,0.72,0.697,0.74,0.194,16,97
13892,8/7/2012,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.194,15,32
13893,8/7/2012,3,1,8,1,0,2,1,1,0.7,0.6667,0.84,0.1343,2,16
13894,8/7/2012,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343,6,7
13895,8/7/2012,3,1,8,3,0,2,1,1,0.7,0.6667,0.84,0,0,6
13896,8/7/2012,3,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343,2,7
13897,8/7/2012,3,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045,3,33
13898,8/7/2012,3,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.194,3,176
13899,8/7/2012,3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,21,481
